UID,Service,Count
7045,Eggs & Fresh Meat,5
7045,Dairy Products,1
7045,Curries,3
7045,Combos,1
7045,Breads & Cakes,1
7045,Books & Stationery,3
7045,Batter,4
7048,Pooja Needs,2
7048,Light Meal,1
7048,Biryani's,1
7049,Snacks,2
7049,Desserts,1
7052,Sweets & Namkeen,13
7052,Starters,1
7052,Snacks,3
7052,Roti's,29
7052,Rice Items,1
7052,Pickles & Powders,2
7052,Fruits & Vegetables,161
7052,Desserts,2
7052,Dairy Products,15
7052,Curries,15
7052,Combos,4
7052,Breads & Cakes,9
7058,Pooja Needs,3
7058,Books & Stationery,3
7065,Starters,7
7065,Roti's,2
7065,Main Course,3
7065,Diagnostics,1
7065,Curries,4
7075,Sweets & Namkeen,12
7075,Plant & Seeds,4
7075,Pickles & Masalas,1
7075,Ice-cream,1
7075,Groceries,8
7075,Fruits & Vegetables,44
7075,Eggs & Fresh Meat,42
7075,Dry Fruits,3
7075,Breads & Cakes,5
7075,Books & Stationery,1
7087,Groceries,2
7087,Fruits & Vegetables,20
7087,Eggs & Fresh Meat,7
7087,Breads & Cakes,3
7094,Sweets & Namkeen,1
7095,Tiffins,6
7095,Sweets & Namkeen,2
7095,Starters,1
7095,Snacks,2
7095,Roti's,3
7095,Rice Items,1
7095,Quick Bites,1
7095,Pooja Needs,18
7095,Plant & Seeds,5
7095,Pizza,1
7095,Groceries,59
7095,Fruits & Vegetables,583
7095,Eggs & Fresh Meat,65
7095,Dry Fruits,2
7095,Desserts,1
7095,Combos,5
7095,Breads & Cakes,8
7099,Pooja Needs,1
7099,Fruits & Vegetables,43
7099,Breads & Cakes,1
7103,Tiffins,13
7103,Sweets & Namkeen,14
7103,Starters,4
7103,Soups,4
7103,Snacks,21
7103,Sandwiches,1
7103,Salads,8
7103,Roti's,30
7103,Rice Items,7
7103,Quick Bites,1
7103,Pooja Needs,9
7103,Pizza,2
7103,Main Course,10
7103,Light Meal,2
7103,Groceries,3
7103,Fruits & Vegetables,143
7103,Festival Stores,2
7103,Eggs & Fresh Meat,1
7103,Dry Fruits,5
7103,Desserts,3
7103,Dairy Products,1
7103,Curries,22
7103,Combos,36
7103,Chaat's,7
7103,Burgers,3
7103,Beverages,2
7103,Batter,6
7106,Sweets & Namkeen,6
7106,Salads,1
7106,Rice Items,1
7106,Mineral Water,1
7106,Fruits & Vegetables,1
7106,Eggs & Fresh Meat,52
7107,Fruits & Vegetables,8
7115,Tiffins,6
7115,Starters,1
7115,Soups,6
7115,Snacks,46
7115,Salads,19
7115,Safety Equipment,3
7115,Roti's,12
7115,Rice Items,21
7115,Quick Bites,3
7115,Plant & Seeds,8
7115,Pickles & Powders,1
7115,Pasta,14
7115,Mineral Water,25
7115,Main Course,20
7115,Indian Breads,1
7115,Ice-cream,6
7115,Fruits & Vegetables,2
7115,Festival Stores,2
7115,Fast Foods,4
7115,Eggs & Fresh Meat,28
7115,Dry Fruits,6
7115,Desserts,31
7115,Curries,13
7115,Combos,35
7115,Cakes,1
7115,Breads & Cakes,24
7115,Beverages & Juices,2
7121,Plant & Seeds,3
7121,Fruits & Vegetables,226
7126,Groceries,1
7126,Fruits & Vegetables,16
7126,Festival Stores,2
7126,Dairy Products,34
7126,Breads & Cakes,3
7126,Batter,3
7129,Groceries,2
7129,Fruits & Vegetables,2
7129,Books & Stationery,1
7130,Fruits & Vegetables,1
7130,Eggs & Fresh Meat,2
7134,Sweets & Namkeen,3
7134,Pickles & Masalas,1
7134,Fruits & Vegetables,2
7135,Fruits & Vegetables,48
7144,Sweets & Namkeen,5
7144,Starters,3
7144,Soups,1
7144,Snacks,2
7144,Mineral Water,138
7144,Fruits & Vegetables,92
7144,Desserts,1
7166,Sweets & Namkeen,7
7166,Starters,1
7166,Roti's,8
7166,Eggs & Fresh Meat,7
7166,Combos,3
7168,Sweets & Namkeen,7
7168,Pooja Needs,4
7168,Groceries,1
7168,Fruits & Vegetables,48
7168,Eggs & Fresh Meat,1
7168,Dairy Products,1
7168,Breads & Cakes,1
7168,Books & Stationery,6
7170,Starters,1
7170,Breads & Cakes,1
7181,Festival Stores,1
7186,Sweets & Namkeen,24
7186,Fruits & Vegetables,41
7188,Sweets & Namkeen,24
7188,Fruits & Vegetables,24
7190,Sweets & Namkeen,2
7190,Roti's,1
7190,Fruits & Vegetables,17
7204,Eggs & Fresh Meat,1
7207,Fruits & Vegetables,6
7218,Starters,1
7218,Pizza,1
7218,Fast Foods,4
7218,Curries,10
7218,Burgers,1
7220,Tiffins,1
7220,Sweets & Namkeen,3
7220,Starters,2
7220,Snacks,10
7220,Salads,1
7220,Roti's,15
7220,Rice Items,3
7220,Main Course,1
7220,Fast Foods,1
7220,Dishwasher Essentials,2
7220,Curries,7
7220,Combos,1
7220,Chaat's,4
7221,Mineral Water,1
7224,Sweets & Namkeen,10
7224,Starters,1
7224,Roti's,8
7224,Rice Items,5
7224,Groceries,27
7224,Fruits & Vegetables,8
7224,Dairy Products,17
7224,Curries,6
7224,Combos,5
7224,Breads & Cakes,1
7224,Beverages & Juices,3
7231,Tiffins,3
7231,Sweets & Namkeen,1
7231,Starters,1
7231,Snacks,12
7231,Salads,1
7231,Rice Items,1
7231,Packing Material,4
7231,Eggs & Fresh Meat,10
7231,Burgers,1
7234,Sweets & Namkeen,1
7234,Starters,1
7234,Snacks,4
7234,Roti's,5
7234,Rice Items,2
7234,Fruits & Vegetables,3
7234,Fast Foods,1
7234,Curries,3
7234,Combos,3
7240,Sweets & Namkeen,12
7261,Sweets & Namkeen,12
7265,Sweets & Namkeen,2
7265,Pooja Needs,1
7265,Groceries,25
7265,Fruits & Vegetables,154
7265,Festival Stores,1
7265,Eggs & Fresh Meat,1
7268,Pooja Needs,1
7268,Fruits & Vegetables,3
7268,Dairy Products,1
7269,Sweets & Namkeen,1
7269,Dishwasher Essentials,5
7273,Roti's,1
7273,Curries,2
7280,Sweets & Namkeen,2
7280,Pickles & Masalas,2
7281,Festival Stores,1
7281,Dairy Products,4
7284,Tiffins,1
7284,Sweets & Namkeen,36
7284,Snacks,2
7284,Pooja Needs,22
7284,Pickles & Masalas,14
7284,Groceries,8
7284,Fruits & Vegetables,396
7284,ECO Products,1
7284,Dishwasher Essentials,1
7284,Dairy Products,5
7284,Combos,3
7284,Breads & Cakes,2
7284,Books & Stationery,1
7284,Batter,18
7285,Eggs & Fresh Meat,1
7286,Sweets & Namkeen,37
7286,Pooja Needs,3
7286,Pickles & Masalas,6
7286,Fruits & Vegetables,126
7286,Breads & Cakes,7
7289,Sweets & Namkeen,7
7289,Starters,6
7289,Snacks,31
7289,Roti's,6
7289,Rice Items,1
7289,Plant & Seeds,5
7289,Pickles & Masalas,3
7289,Groceries,1
7289,Fruits & Vegetables,188
7289,Fast Foods,1
7289,ECO Products,1
7289,Dry Fruits,6
7289,Dishwasher Essentials,4
7289,Desserts,4
7289,Curries,11
7289,Combos,10
7289,Breads & Cakes,2
7289,Batter,5
7291,Sweets & Namkeen,8
7291,Roti's,2
7291,Plant & Seeds,1
7291,Pickles & Masalas,4
7291,Health Foods,1
7291,Fruits & Vegetables,114
7291,Dairy Products,1
7298,Pooja Needs,12
7298,Fruits & Vegetables,11
7308,Sweets & Namkeen,19
7308,Snacks,1
7308,Pooja Needs,3
7308,Plant & Seeds,10
7308,Fruits & Vegetables,121
7308,Eggs & Fresh Meat,4
7308,Combos,2
7310,Fruits & Vegetables,16
7320,Sweets & Namkeen,16
7320,Snacks,1
7320,Pooja Needs,2
7320,Fruits & Vegetables,86
7320,ECO Products,1
7320,Combos,2
7323,Roti's,6
7323,Rice Items,1
7323,Fruits & Vegetables,8
7323,Eggs & Fresh Meat,1
7323,Curries,2
7323,Combos,2
7330,Sweets & Namkeen,1
7330,Groceries,3
7330,Dairy Products,3
7330,Breads & Cakes,2
7348,Festival Stores,3
7355,Mineral Water,1
7355,Groceries,6
7355,Fruits & Vegetables,15
7355,Dairy Products,1
7355,Breads & Cakes,1
7358,Sandwiches,1
7362,Mineral Water,1
7362,Fruits & Vegetables,51
7362,Dairy Products,1
7362,Breads & Cakes,5
7363,Pooja Needs,5
7363,Groceries,46
7363,Fruits & Vegetables,93
7363,Dry Fruits,1
7363,Dairy Products,6
7363,Books & Stationery,1
7366,Fruits & Vegetables,31
7366,Breads & Cakes,2
7368,Pooja Needs,2
7368,Groceries,3
7368,Fruits & Vegetables,4
7370,Sweets & Namkeen,9
7370,Ice-cream,1
7370,Health Foods,1
7370,Groceries,12
7370,Fruits & Vegetables,6
7377,Pooja Needs,8
7377,Fruits & Vegetables,38
7380,Sweets & Namkeen,10
7380,Pickles & Masalas,1
7383,Tiffins,1
7383,Snacks,1
7383,Fruits & Vegetables,2
7383,Fast Foods,1
7383,Beverages & Juices,2
7384,Eggs & Fresh Meat,2
7385,Tiffins,2
7385,Sweets & Namkeen,9
7385,Starters,3
7385,Soups,1
7385,Snacks,7
7385,Sandwiches,1
7385,Salads,3
7385,Roti's,22
7385,Rice Items,14
7385,Ice-cream,5
7385,Fruits & Vegetables,3
7385,Fast Foods,2
7385,Dairy Products,10
7385,Curries,17
7385,Combos,10
7385,Beverages & Juices,1
7388,Breads & Cakes,1
7389,Sweets & Namkeen,16
7389,Groceries,13
7389,Fruits & Vegetables,5
7389,Dry Fruits,16
7389,Dairy Products,42
7389,Books & Stationery,6
7389,Batter,2
7392,Fruits & Vegetables,6
7393,Sweets & Namkeen,4
7393,Fruits & Vegetables,1
7395,Groceries,2
7395,Fruits & Vegetables,23
7395,Festival Stores,1
7396,Fruits & Vegetables,59
7396,Batter,2
7399,Dairy Products,2
7401,Dairy Products,2
7404,Dairy Products,2
7408,Tiffins,7
7408,Snacks,9
7408,Roti's,51
7408,Rice Items,6
7408,Fruits & Vegetables,1
7408,Desserts,2
7408,Curries,11
7408,Combos,42
7408,Beverages & Juices,1
7409,Sweets & Namkeen,4
7411,Pooja Needs,6
7411,Fruits & Vegetables,11
7411,Festival Stores,4
7411,Dairy Products,17
7411,Books & Stationery,1
7412,Sweets & Namkeen,2
7412,Pooja Needs,52
7412,Fruits & Vegetables,10
7412,Breads & Cakes,1
7416,Sweets & Namkeen,3
7416,Pooja Needs,4
7416,Party Menu,2
7416,Fruits & Vegetables,10
7416,Curries,1
7422,Sweets & Namkeen,2
7422,Beverages,1
7427,Starters,1
7427,Sports,1
7427,Snacks,5
7427,Roti's,10
7427,Fruits & Vegetables,14
7427,Eggs & Fresh Meat,1
7427,Curries,6
7429,Sweets & Namkeen,1
7429,Starters,1
7429,Roti's,3
7429,Plant & Seeds,28
7429,Party Menu,8
7429,Health Foods,1
7429,Groceries,13
7429,Fruits & Vegetables,59
7429,Eggs & Fresh Meat,4
7429,Dairy Products,4
7429,Curries,5
7429,Breads & Cakes,5
7430,Sweets & Namkeen,16
7430,Pickles & Masalas,10
7430,Groceries,2
7430,Fruits & Vegetables,24
7430,Festival Stores,3
7430,Eggs & Fresh Meat,3
7433,Sweets & Namkeen,1
7433,Combos,2
7435,Fruits & Vegetables,4
7436,Tiffins,2
7436,Starters,2
7436,Soups,1
7436,Snacks,7
7436,Salads,2
7436,Roti's,15
7436,Rice Items,3
7436,Pickles & Powders,1
7436,Fast Foods,1
7436,Desserts,1
7436,Curries,8
7436,Combos,24
7436,Burgers,1
7436,Beverages & Juices,3
7445,Packing Material,1
7448,Sweets & Namkeen,1
7448,Pooja Needs,1
7448,Books & Stationery,2
7454,Ice-cream,1
7454,Groceries,7
7454,Fruits & Vegetables,7
7454,Dairy Products,1
7454,Breads & Cakes,1
7454,Books & Stationery,3
7457,Sweets & Namkeen,4
7457,Snacks,6
7457,Roti's,16
7457,Rice Items,1
7457,Main Course,1
7457,Light Meal,1
7457,Fast Foods,1
7457,Desserts,1
7457,Dal,1
7457,Curries,2
7457,Combos,5
7457,Chaat's,1
7457,Beverages & Juices,4
7468,Sweets & Namkeen,14
7473,Snacks,2
7473,Roti's,2
7473,Plant & Seeds,7
7473,Fruits & Vegetables,9
7473,Curries,1
7473,Combos,2
7473,Books & Stationery,3
7475,Sweets & Namkeen,8
7475,Pickles & Masalas,5
7475,Fruits & Vegetables,1
7484,Plant & Seeds,5
7484,Groceries,1
7484,Fruits & Vegetables,16
7485,Fruits & Vegetables,7
7487,Curries,1
7489,Tiffins,9
7489,Sweets & Namkeen,38
7489,Starters,8
7489,Snacks,26
7489,Sandwiches,3
7489,Salads,1
7489,Roti's,24
7489,Rice Items,2
7489,Plant & Seeds,2
7489,Main Course,4
7489,Fruits & Vegetables,41
7489,Fast Foods,1
7489,Eggs & Fresh Meat,2
7489,Desserts,4
7489,Curries,18
7489,Combos,9
7489,Chaat's,5
7489,Breads & Cakes,6
7489,Books & Stationery,4
7489,Beverages & Juices,1
7490,Fruits & Vegetables,2
7490,Books & Stationery,12
7494,Fruits & Vegetables,3
7494,Dishwasher Essentials,2
7495,Groceries,3
7495,Fruits & Vegetables,1
7495,Eggs & Fresh Meat,6
7503,Starters,1
7504,Toys,1
7504,Sweets & Namkeen,10
7504,Pooja Needs,2
7504,Plant & Seeds,3
7504,Ice-cream,4
7504,Health Foods,2
7504,Groceries,11
7504,Fruits & Vegetables,63
7504,Dry Fruits,3
7504,Dairy Products,14
7504,Breads & Cakes,17
7504,Books & Stationery,41
7505,Sweets & Namkeen,88
7505,Pooja Needs,3
7505,Groceries,10
7505,Fruits & Vegetables,142
7505,Fast Foods,1
7505,Eggs & Fresh Meat,1
7505,Dairy Products,14
7505,Chaat's,2
7505,Breads & Cakes,10
7507,Tiffins,1
7507,Plant & Seeds,14
7507,Fruits & Vegetables,1
7507,Fast Foods,1
7507,Eggs & Fresh Meat,1
7507,Burgers,1
7518,Fruits & Vegetables,1
7518,Festival Stores,1
7520,Toys,7
7520,Sweets & Namkeen,8
7520,Sports,3
7520,Snacks,5
7520,Pooja Needs,67
7520,Plant & Seeds,69
7520,Ice-cream,7
7520,Groceries,53
7520,Fruits & Vegetables,243
7520,Festival Stores,1
7520,Eggs & Fresh Meat,8
7520,Dry Fruits,1
7520,Desserts,1
7520,Dairy Products,16
7520,Breads & Cakes,7
7520,Books & Stationery,19
7520,Beverages,1
7520,Batter,9
7520,Accompaniments,1
7524,Fruits & Vegetables,2
7524,Eggs & Fresh Meat,4
7527,Eggs & Fresh Meat,3
7531,Pooja Needs,4
7531,Eggs & Fresh Meat,3
7531,Dairy Products,2
7531,Books & Stationery,1
7533,Combos,2
7535,Snacks,1
7536,Breads & Cakes,1
7543,Sweets & Namkeen,2
7543,Starters,3
7543,Snacks,1
7543,Roti's,2
7543,Groceries,1
7543,Fruits & Vegetables,31
7543,Festival Stores,1
7543,Dairy Products,9
7543,Curries,2
7543,Combos,1
7543,Breads & Cakes,5
7545,Sweets & Namkeen,3
7545,Breads & Cakes,1
7547,Sweets & Namkeen,31
7547,Quick Bites,1
7547,Party Menu,37
7547,Fruits & Vegetables,132
7547,Dairy Products,18
7547,Combos,3
7548,Sweets & Namkeen,25
7548,Starters,1
7548,Snacks,5
7548,Roti's,1
7548,Party Menu,3
7548,Fruits & Vegetables,47
7548,Eggs & Fresh Meat,1
7548,Dishwasher Essentials,6
7548,Dairy Products,5
7548,Curries,1
7548,Breads & Cakes,2
7552,Snacks,1
7552,Roti's,1
7552,Packing Material,5
7552,Fruits & Vegetables,4
7552,Combos,1
7552,Chaat's,1
7556,Snacks,2
7556,Roti's,4
7556,Desserts,1
7556,Curries,1
7556,Combos,3
7561,Starters,1
7561,Roti's,6
7561,Curries,11
7561,Combos,2
7568,Roti's,1
7568,Curries,2
7569,Tiffins,1
7569,Snacks,1
7574,Sweets & Namkeen,14
7574,Fruits & Vegetables,292
7574,Festival Stores,4
7574,Eggs & Fresh Meat,2
7574,Dairy Products,10
7574,Breads & Cakes,12
7575,Fruits & Vegetables,12
7576,Starters,7
7576,Snacks,1
7576,Rice Items,1
7576,Quick Bites,3
7576,Mineral Water,108
7576,Fruits & Vegetables,2
7576,Fast Foods,1
7576,Curries,1
7576,Breads & Cakes,3
7577,Snacks,1
7577,Groceries,1
7577,Fruits & Vegetables,7
7577,Dairy Products,2
7577,Beverages & Juices,1
7578,Sweets & Namkeen,10
7578,Pooja Needs,5
7578,Groceries,33
7578,Fruits & Vegetables,58
7578,Festival Stores,1
7578,Eggs & Fresh Meat,47
7578,Dry Fruits,1
7578,Dairy Products,2
7578,Breads & Cakes,1
7578,Bouquets,1
7578,Books & Stationery,5
7578,Batter,1
7579,Fruits & Vegetables,6
7581,Fruits & Vegetables,8
7581,Eggs & Fresh Meat,3
7581,Curries,1
7582,Snacks,1
7582,Pickles & Masalas,3
7582,Fruits & Vegetables,33
7582,Festival Stores,1
7582,Eggs & Fresh Meat,4
7582,Curries,4
7582,Combos,1
7585,Veg curries,1
7585,Toys,4
7585,Tiffins,14
7585,Sweets & Namkeen,8
7585,Snacks,15
7585,Safety Equipment,2
7585,Roti's,6
7585,Rice Items,3
7585,Pizza,10
7585,Pickles & Masalas,8
7585,Mineral Water,7
7585,Main Course,4
7585,Light Meal,2
7585,Health Foods,1
7585,Groceries,22
7585,Fruits & Vegetables,309
7585,Fried Rice,1
7585,Fast Foods,9
7585,Eggs & Fresh Meat,3
7585,Dry Fruits,12
7585,Diagnostics,1
7585,Dal,1
7585,Dairy Products,1
7585,Curries,4
7585,Combos,33
7585,Chaat's,12
7585,Breads & Cakes,2
7585,Books & Stationery,18
7585,Batter,1
7586,Mineral Water,1
7586,Eggs & Fresh Meat,1
7588,Sweets & Namkeen,2
7588,Pickles & Masalas,9
7588,Groceries,12
7588,Dry Fruits,1
7588,Batter,2
7589,Sweets & Namkeen,39
7589,Health Foods,4
7589,Groceries,58
7589,Fruits & Vegetables,434
7589,Dry Fruits,3
7589,Dairy Products,4
7589,Breads & Cakes,16
7590,Pasta,1
7590,Groceries,17
7590,Fruits & Vegetables,17
7590,Eggs & Fresh Meat,10
7590,Dairy Products,1
7591,Fruits & Vegetables,42
7591,Eggs & Fresh Meat,14
7591,Breads & Cakes,6
7592,Sweets & Namkeen,1
7592,Groceries,12
7592,Fruits & Vegetables,96
7592,Dairy Products,1
7592,Batter,39
7594,Sweets & Namkeen,3
7594,Ladies Corner,1
7594,Breads & Cakes,5
7600,Eggs & Fresh Meat,2
7601,Sweets & Namkeen,2
7602,Sweets & Namkeen,15
7602,Pooja Needs,3
7602,Plant & Seeds,32
7602,Health Foods,3
7602,Groceries,2
7602,Fruits & Vegetables,127
7602,Eggs & Fresh Meat,2
7602,ECO Products,1
7602,Dry Fruits,2
7602,Dairy Products,5
7602,Breads & Cakes,19
7602,Books & Stationery,1
7602,Batter,3
7607,Sweets & Namkeen,1
7608,Fruits & Vegetables,16
7610,Sweets & Namkeen,22
7610,Starters,7
7610,Soups,1
7610,Snacks,16
7610,Sandwiches,1
7610,Roti's,7
7610,Rice Items,5
7610,Quick Bites,1
7610,Pickles & Masalas,2
7610,Main Course,2
7610,Indian Breads,1
7610,Groceries,9
7610,Fruits & Vegetables,151
7610,Fast Foods,4
7610,Eggs & Fresh Meat,2
7610,Desserts,2
7610,Curries,4
7610,Combos,6
7610,Chaat's,12
7610,Cakes,1
7610,Breads & Cakes,10
7610,Beverages & Juices,2
7610,Batter,1
7611,Roti's,1
7611,Curries,2
7613,Tiffins,9
7613,Sweets & Namkeen,1
7613,Snacks,4
7613,Salads,1
7613,Roti's,5
7613,Eggs & Fresh Meat,2
7613,Combos,1
7615,Sweets & Namkeen,3
7615,Pooja Needs,1
7615,Fruits & Vegetables,273
7615,Eggs & Fresh Meat,5
7615,Breads & Cakes,26
7616,Tiffins,4
7616,Starters,2
7616,Roti's,1
7616,Rice Items,1
7616,Pooja Needs,3
7616,Non veg curries,1
7616,Groceries,3
7616,Fruits & Vegetables,45
7616,Festival Stores,2
7616,Eggs & Fresh Meat,1
7616,Curries,3
7616,Combos,13
7616,Chaat's,1
7616,Beverages & Juices,1
7617,Mineral Water,1
7619,Veg curries,1
7619,Sweets & Namkeen,1
7619,Starters,5
7619,Snacks,1
7619,Roti's,3
7619,Pooja Needs,1
7619,Pickles & Masalas,2
7619,Non veg curries,2
7619,Ice-cream,7
7619,Groceries,20
7619,Fruits & Vegetables,789
7619,Eggs & Fresh Meat,11
7619,Dairy Products,15
7619,Breads & Cakes,4
7619,Biryani's,3
7621,Sweets & Namkeen,28
7621,Roti's,5
7621,Pooja Needs,3
7621,Main Course,1
7621,Groceries,14
7621,Fruits & Vegetables,109
7621,Dal,1
7621,Dairy Products,2
7621,Breads & Cakes,6
7621,Books & Stationery,14
7622,Snacks,2
7622,Plant & Seeds,8
7622,Fruits & Vegetables,6
7622,Breads & Cakes,1
7626,Sweets & Namkeen,1
7626,Starters,1
7626,Snacks,2
7626,Roti's,17
7626,Rice Items,1
7626,Pooja Needs,7
7626,Plant & Seeds,76
7626,Pickles & Powders,1
7626,Pickles & Masalas,1
7626,Health Foods,1
7626,Fruits & Vegetables,25
7626,Fast Foods,1
7626,ECO Products,3
7626,Desserts,2
7626,Curries,2
7626,Combos,7
7626,Batter,13
7627,Groceries,4
7627,Fruits & Vegetables,17
7627,Eggs & Fresh Meat,6
7627,Batter,1
7628,Groceries,1
7628,Fruits & Vegetables,4
7628,Eggs & Fresh Meat,12
7628,Breads & Cakes,7
7633,Sweets & Namkeen,1
7633,Safety Equipment,1
7633,Plant & Seeds,2
7633,Fruits & Vegetables,51
7633,Breads & Cakes,1
7633,Beverages,1
7638,Ice-cream,3
7638,Fruits & Vegetables,67
7638,Festival Stores,1
7638,Dairy Products,3
7638,Breads & Cakes,1
7638,Bouquets,1
7639,Sweets & Namkeen,2
7639,Pooja Needs,3
7639,Groceries,4
7639,Combos,2
7643,Sweets & Namkeen,83
7643,Starters,2
7643,Snacks,47
7643,Salads,1
7643,Roti's,75
7643,Quick Bites,1
7643,Plant & Seeds,8
7643,Pickles & Masalas,13
7643,Indian Breads,1
7643,Groceries,25
7643,Fruits & Vegetables,61
7643,Fast Foods,1
7643,Dairy Products,3
7643,Curries,8
7643,Chaat's,6
7643,Burgers,1
7643,Breads & Cakes,25
7643,Bouquets,1
7643,Books & Stationery,7
7643,Batter,16
7645,Sweets & Namkeen,37
7645,Groceries,1
7645,Fruits & Vegetables,9
7645,Dairy Products,1
7645,Breads & Cakes,1
7646,Tiffins,1
7646,Sweets & Namkeen,11
7646,Snacks,2
7646,Roti's,1
7646,Plant & Seeds,1
7646,Fruits & Vegetables,13
7646,Curries,2
7646,Breads & Cakes,1
7647,Pooja Needs,1
7648,Plant & Seeds,3
7648,Fruits & Vegetables,23
7649,Fruits & Vegetables,3
7649,Eggs & Fresh Meat,1
7649,Dairy Products,1
7651,Snacks,2
7651,Combos,1
7651,Chaat's,2
7652,Tiffins,18
7652,Tea,1
7652,Sweets & Namkeen,29
7652,Starters,4
7652,Snacks,113
7652,Sandwiches,2
7652,Salads,3
7652,Roti's,90
7652,Rice Items,17
7652,Quick Bites,1
7652,Pickles & Powders,3
7652,Light Meal,5
7652,Health Foods,4
7652,Groceries,1
7652,Fruits & Vegetables,10
7652,Fast Foods,17
7652,Desserts,6
7652,Curries,74
7652,Combos,136
7652,Chaat's,27
7652,Burgers,1
7652,Breads & Cakes,1
7652,Biryani's,1
7653,Sports,1
7653,Fruits & Vegetables,65
7653,Eggs & Fresh Meat,8
7653,Books & Stationery,10
7657,Toys,1
7657,Sweets & Namkeen,27
7657,Starters,3
7657,Snacks,1
7657,Roti's,7
7657,Plant & Seeds,2
7657,Main Course,3
7657,Light Meal,1
7657,Ladies Corner,2
7657,Ice-cream,5
7657,Groceries,26
7657,Fruits & Vegetables,851
7657,Eggs & Fresh Meat,11
7657,Dry Fruits,1
7657,Dishwasher Essentials,1
7657,Desserts,2
7657,Dairy Products,5
7657,Curries,3
7657,Combos,5
7657,Burgers,3
7657,Breads & Cakes,18
7657,Books & Stationery,22
7657,Beverages & Juices,5
7658,Starters,3
7658,Safety Equipment,3
7658,Pooja Needs,30
7658,Pickles & Masalas,1
7658,Health Foods,1
7658,Groceries,29
7658,Fruits & Vegetables,167
7658,Eggs & Fresh Meat,15
7658,Dairy Products,33
7658,Breads & Cakes,5
7658,Books & Stationery,15
7659,Tiffins,5
7659,Sweets & Namkeen,45
7659,Starters,6
7659,Soups,2
7659,Snacks,28
7659,Sandwiches,2
7659,Salads,13
7659,Roti's,12
7659,Rice Items,2
7659,Quick Bites,4
7659,Pickles & Masalas,15
7659,Light Meal,1
7659,Ice-cream,10
7659,Health Foods,1
7659,Groceries,3
7659,Fruits & Vegetables,86
7659,Festival Stores,2
7659,Fast Foods,4
7659,Eggs & Fresh Meat,12
7659,Desserts,9
7659,Curries,16
7659,Combos,30
7659,Chaat's,14
7659,Cakes,2
7659,Breads & Cakes,9
7659,Breads,1
7659,Biryani's,1
7660,Fruits & Vegetables,3
7661,Safety Equipment,10
7661,Roti's,2
7661,Rice Items,2
7661,Main Course,1
7661,Fruits & Vegetables,33
7661,Eggs & Fresh Meat,71
7661,Curries,2
7661,Combos,2
7661,Breads & Cakes,1
7661,Books & Stationery,7
7662,Tiffins,2
7662,Snacks,3
7662,Sandwiches,1
7662,Roti's,3
7662,Pooja Needs,1
7662,Combos,2
7662,Breads & Cakes,4
7662,Books & Stationery,1
7662,Beverages & Juices,1
7665,Sweets & Namkeen,4
7665,Sandwiches,1
7665,Rice Items,1
7665,Pooja Needs,49
7665,Plant & Seeds,29
7665,Pizza,3
7665,Pickles & Powders,1
7665,Groceries,25
7665,Fruits & Vegetables,237
7665,Festival Stores,1
7665,Fast Foods,1
7665,Eggs & Fresh Meat,2
7665,Dry Fruits,1
7665,Dairy Products,3
7665,Curries,1
7665,Breads & Cakes,3
7667,Pooja Needs,1
7667,Mineral Water,30
7667,Eggs & Fresh Meat,9
7667,Books & Stationery,1
7670,Eggs & Fresh Meat,1
7670,Dairy Products,1
7673,Tiffins,2
7673,Sweets & Namkeen,2
7673,Starters,1
7673,Snacks,5
7673,Roti's,21
7673,Rice Items,4
7673,Pizza,4
7673,Pickles & Powders,1
7673,Pickles & Masalas,5
7673,Fruits & Vegetables,136
7673,Festival Stores,4
7673,Curries,37
7673,Combos,7
7673,Chaat's,6
7673,Breads & Cakes,1
7674,Eggs & Fresh Meat,1
7675,Toys,1
7675,Tiffins,1
7675,Sweets & Namkeen,4
7675,Starters,5
7675,Snacks,8
7675,Sandwiches,1
7675,Salads,1
7675,Safety Equipment,1
7675,Roti's,12
7675,Quick Bites,1
7675,Plant & Seeds,4
7675,Pizza,1
7675,Pickles & Powders,6
7675,Pickles & Masalas,1
7675,Main Course,1
7675,Groceries,30
7675,Fruits & Vegetables,168
7675,Fast Foods,3
7675,Eggs & Fresh Meat,19
7675,Dry Fruits,1
7675,Desserts,3
7675,Dairy Products,9
7675,Curries,8
7675,Combos,4
7675,Chaat's,2
7675,Breads & Cakes,6
7675,Books & Stationery,3
7675,Beverages,2
7677,Sweets & Namkeen,3
7677,Pooja Needs,16
7677,Plant & Seeds,15
7677,Fruits & Vegetables,179
7677,Breads & Cakes,1
7678,Sweets & Namkeen,11
7680,Sweets & Namkeen,4
7687,Sweets & Namkeen,25
7687,Starters,2
7687,Snacks,1
7687,Rice Items,2
7687,Plant & Seeds,1
7687,Ice-cream,34
7687,Groceries,7
7687,Fruits & Vegetables,52
7687,Eggs & Fresh Meat,145
7687,Dry Fruits,1
7687,Burgers,1
7687,Breads & Cakes,13
7687,Batter,2
7688,Sweets & Namkeen,1
7688,Pooja Needs,1
7688,Fruits & Vegetables,22
7688,Dairy Products,2
7688,Books & Stationery,5
7688,Batter,2
7689,Groceries,1
7689,Fruits & Vegetables,14
7689,Dairy Products,1
7689,Books & Stationery,1
7691,Sweets & Namkeen,29
7691,Starters,3
7691,Roti's,2
7691,Pooja Needs,12
