UID,Service,Count
376,Plant & Seeds,78
376,News Paper & Magazines,2
376,Ice-cream,1
376,Health Foods,2
376,Groceries,26
376,Fruits & Vegetables,659
376,Festival Stores,2
376,Dry Fruits,10
376,Dishwasher Essentials,1
376,Dairy Products,2
376,Curries,1
376,Combos,1
376,Chaat's,1
376,Breads & Cakes,9
376,Books & Stationery,38
377,Tiffins,2
377,Sweets & Namkeen,9
377,Snacks,8
377,Safety Equipment,4
377,Roti's,5
377,Pooja Needs,6
377,Plant & Seeds,5
377,Groceries,7
377,Fruits & Vegetables,62
377,Festival Stores,1
377,Dishwasher Essentials,1
377,Desserts,5
377,Dairy Products,1
377,Curries,8
377,Chaat's,8
377,Breads & Cakes,9
377,Batter,2
379,Tiffins,5
379,Sweets & Namkeen,13
379,Starters,1
379,Snacks,13
379,Rice Items,3
379,Packing Material,7
379,Main Course,4
379,Fruits & Vegetables,46
379,Fast Foods,1
379,Eggs & Fresh Meat,1
379,Dal,4
379,Dairy Products,18
379,Curries,16
379,Combos,3
379,Chaat's,1
379,Books & Stationery,1
379,Batter,4
380,Sweets & Namkeen,4
380,Snacks,2
380,Mineral Water,2
380,Groceries,4
380,Fruits & Vegetables,40
380,Eggs & Fresh Meat,14
380,Dairy Products,2
380,Curries,1
380,Combos,3
380,Breads & Cakes,1
382,Roti's,3
382,Mineral Water,4
382,Fruits & Vegetables,3
382,Eggs & Fresh Meat,2
382,Curries,13
384,Safety Equipment,1
384,Roti's,1
384,Quick Bites,1
384,Eggs & Fresh Meat,30
384,Dairy Products,3
384,Curries,1
384,Combos,2
385,Toys,3
385,Sweets & Namkeen,3
385,Snacks,6
385,Safety Equipment,6
385,Roti's,11
385,Pooja Needs,14
385,Plant & Seeds,2
385,Packing Material,2
385,Ice-cream,2
385,Groceries,7
385,Fruits & Vegetables,432
385,Eggs & Fresh Meat,23
385,Dry Fruits,1
385,Curries,5
385,Combos,3
385,Chaat's,5
385,Books & Stationery,14
386,Starters,1
386,Snacks,1
386,Roti's,2
386,Pooja Needs,8
386,Fruits & Vegetables,13
386,Eggs & Fresh Meat,11
386,Combos,1
386,Breads & Cakes,1
387,Sweets & Namkeen,2
387,Soups,1
387,Snacks,1
387,Roti's,5
387,Pooja Needs,1
387,Plant & Seeds,4
387,Fruits & Vegetables,12
387,Fast Foods,2
387,Combos,3
390,Sweets & Namkeen,47
390,Pooja Needs,3
390,Health Foods,2
390,Groceries,9
390,Fruits & Vegetables,139
390,Eggs & Fresh Meat,31
390,Dairy Products,6
390,Chaat's,1
390,Breads & Cakes,24
390,Books & Stationery,2
390,Beverages,2
391,Sweets & Namkeen,12
391,Ice-cream,1
391,Groceries,12
391,Fruits & Vegetables,105
391,Eggs & Fresh Meat,4
391,Dry Fruits,1
391,Dairy Products,6
391,Combos,2
391,Breads & Cakes,4
392,Sweets & Namkeen,2
393,Roti's,28
393,Fruits & Vegetables,29
393,Curries,3
394,Starters,2
397,Toys,1
397,Sweets & Namkeen,9
397,Starters,1
397,Snacks,3
397,Roti's,8
397,Pizza,7
397,News Paper & Magazines,2
397,Mineral Water,26
397,Jams & Spreads,1
397,Ice-cream,6
397,Home Accents,2
397,Health Foods,10
397,Groceries,66
397,Fruits & Vegetables,379
397,Festival Stores,1
397,Eggs & Fresh Meat,52
397,Dry Fruits,27
397,Dairy Products,27
397,Curries,12
397,Combos,17
397,Breads & Cakes,51
397,Books & Stationery,43
397,Batter,6
398,Sweets & Namkeen,1
398,Sports,2
398,Safety Equipment,4
398,Rice Items,1
398,Pooja Needs,22
398,Plant & Seeds,14
398,Groceries,18
398,Fruits & Vegetables,178
398,Eggs & Fresh Meat,2
398,Dry Fruits,1
398,Dairy Products,5
398,Breads & Cakes,12
398,Books & Stationery,5
398,Batter,2
400,Snacks,3
400,Plant & Seeds,3
400,Eggs & Fresh Meat,2
400,Curries,2
400,Beverages,1
403,Starters,4
403,Roti's,3
403,Pooja Needs,3
403,Desserts,2
403,Curries,1
403,Breads & Cakes,1
404,Tiffins,18
404,Sweets & Namkeen,13
404,Starters,1
404,Snacks,1
404,Groceries,28
404,Fruits & Vegetables,74
404,Eggs & Fresh Meat,3
404,Dry Fruits,1
404,Dairy Products,2
404,Combos,7
404,Breads & Cakes,22
404,Batter,3
405,Sweets & Namkeen,2
405,Starters,1
405,Roti's,4
405,Pooja Needs,3
405,Pickles & Powders,1
405,Pickles & Masalas,1
405,Packing Material,40
405,Groceries,1
405,Fruits & Vegetables,92
405,Festival Stores,1
405,Fast Foods,2
405,Dishwasher Essentials,1
405,Desserts,1
405,Curries,3
405,Combos,1
405,Breads & Cakes,7
405,Bouquets,1
407,Eggs & Fresh Meat,33
407,Curries,1
407,Books & Stationery,4
414,Sweets & Namkeen,9
414,Starters,2
414,Soups,1
414,Snacks,2
414,Sandwiches,6
414,Roti's,7
414,Quick Bites,2
414,Pooja Needs,4
414,Pizza,3
414,Main Course,7
414,Health Foods,2
414,Groceries,16
414,Fruits & Vegetables,115
414,Festival Stores,4
414,Fast Foods,1
414,Eggs & Fresh Meat,8
414,Diagnostics,11
414,Desserts,8
414,Dairy Products,4
414,Curries,4
414,Chaat's,2
414,Burgers,4
414,Breads & Cakes,6
414,Books & Stationery,18
414,Beverages & Juices,1
414,Beverages,1
415,Sweets & Namkeen,1
415,Safety Equipment,1
415,Plant & Seeds,10
415,Groceries,15
415,Fruits & Vegetables,49
415,Eggs & Fresh Meat,25
415,Dry Fruits,4
416,Plant & Seeds,1
418,Sweets & Namkeen,9
418,Snacks,1
418,Roti's,1
418,Pooja Needs,9
418,Plant & Seeds,48
418,Pizza,1
418,Pets,7
418,Ice-cream,1
418,Fruits & Vegetables,285
418,Fast Foods,1
418,Eggs & Fresh Meat,3
418,Dairy Products,1
418,Curries,1
418,Breads & Cakes,2
418,Books & Stationery,5
422,Safety Equipment,2
422,Health Foods,1
422,Fruits & Vegetables,23
422,Breads & Cakes,6
422,Books & Stationery,8
423,Sweets & Namkeen,4
423,Groceries,1
423,Eggs & Fresh Meat,4
423,Breads & Cakes,1
424,Roti's,2
424,Plant & Seeds,1
424,Groceries,18
424,Fruits & Vegetables,7
429,Sweets & Namkeen,34
429,Starters,16
429,Roti's,5
429,Rice Items,3
429,Pickles & Masalas,2
429,Main Course,2
429,Fried Rice,2
429,Fast Foods,2
429,Dal,1
429,Combos,1
429,Biryani's,1
435,Tiffins,7
435,Starters,3
435,Snacks,6
435,Sandwiches,2
435,Roti's,5
435,Rice Items,2
435,Pooja Needs,8
435,Pickles & Masalas,14
435,Main Course,2
435,Groceries,30
435,Fruits & Vegetables,149
435,Festival Stores,2
435,Eggs & Fresh Meat,18
435,Dairy Products,16
435,Curries,1
435,Combos,2
435,Chaat's,3
435,Breads & Cakes,1
437,Sweets & Namkeen,4
437,Safety Equipment,1
437,Roti's,1
437,Fruits & Vegetables,1
437,Breads & Cakes,4
438,Starters,1
438,Snacks,1
438,Safety Equipment,1
438,Plant & Seeds,4
438,Mineral Water,2
438,Fruits & Vegetables,4
438,Eggs & Fresh Meat,10
438,Dairy Products,2
439,Sweets & Namkeen,14
439,Fruits & Vegetables,5
440,Roti's,5
440,Groceries,1
440,Fruits & Vegetables,27
440,Eggs & Fresh Meat,3
440,Curries,2
440,Combos,4
440,Batter,1
444,Sweets & Namkeen,1
444,Pickles & Masalas,1
444,Books & Stationery,2
446,Tiffins,2
446,Sweets & Namkeen,24
446,Starters,4
446,Snacks,8
446,Roti's,14
446,Rice Items,20
446,Pickles & Masalas,2
446,Light Meal,1
446,Fast Foods,3
446,Eggs & Fresh Meat,1
446,Desserts,1
446,Curries,33
446,Combos,58
447,Tiffins,1
447,Sweets & Namkeen,4
447,Starters,1
447,Soups,8
447,Snacks,11
447,Salads,1
447,Quick Bites,3
447,Pizza,9
447,Main Course,10
447,Ice-cream,2
447,Groceries,1
447,Fruits & Vegetables,6
447,Fast Foods,4
447,Desserts,3
447,Dairy Products,1
447,Combos,1
447,Chaat's,4
447,Cakes,6
447,Burgers,9
447,Breads & Cakes,5
447,Beverages & Juices,2
450,Sweets & Namkeen,12
450,Snacks,2
450,Pooja Needs,2
450,Plant & Seeds,41
450,Pickles & Masalas,1
450,Mineral Water,1
450,Groceries,4
450,Fruits & Vegetables,755
450,Festival Stores,2
450,Eggs & Fresh Meat,5
450,Dairy Products,3
450,Curries,2
450,Combos,2
450,Breads & Cakes,24
450,Books & Stationery,16
452,Pooja Needs,16
452,Plant & Seeds,5
452,Mineral Water,8
452,Groceries,9
452,Eggs & Fresh Meat,1
452,Breads & Cakes,1
453,Pooja Needs,5
453,Pickles & Masalas,1
453,Ladies Corner,2
453,Ice-cream,2
453,Groceries,1
453,Fruits & Vegetables,277
453,Batter,7
454,Toys,3
454,Tiffins,16
454,Sweets & Namkeen,23
454,Starters,8
454,Snacks,19
454,Sandwiches,13
454,Safety Equipment,16
454,Roti's,80
454,Rice Items,7
454,Pooja Needs,44
454,Plant & Seeds,24
454,Pizza,1
454,Pickles & Masalas,6
454,Pasta,23
454,Packing Material,2
454,Mineral Water,72
454,Light Meal,1
454,Ice-cream,34
454,Groceries,98
454,Fruits & Vegetables,598
454,Festival Stores,4
454,Fast Foods,1
454,Eggs & Fresh Meat,27
454,Dry Fruits,9
454,Desserts,2
454,Dairy Products,13
454,Curries,50
454,Combos,5
454,Chaat's,9
454,Breads & Cakes,17
454,Books & Stationery,30
454,Beverages & Juices,7
454,Beverages,22
454,Batter,42
457,Sweets & Namkeen,36
457,Snacks,1
457,Roti's,2
457,Pooja Needs,17
457,Light Meal,1
457,Groceries,11
457,Fruits & Vegetables,39
457,Festival Stores,8
457,Eggs & Fresh Meat,4
457,Dry Fruits,2
457,Curries,6
457,Breads & Cakes,17
457,Books & Stationery,23
457,Beverages & Juices,1
457,Batter,1
458,Sweets & Namkeen,17
458,Rice Items,3
458,Pooja Needs,20
458,Pickles & Masalas,4
458,Fruits & Vegetables,13
458,Festival Stores,7
458,Batter,4
460,Veg curries,1
460,Tiffins,6
460,Sweets & Namkeen,25
460,Starters,6
460,Snacks,1
460,Safety Equipment,6
460,Roti's,10
460,Rice Items,1
460,Pooja Needs,21
460,Groceries,6
460,Fruits & Vegetables,123
460,Fried Chicken,1
460,Fast Foods,2
460,Eggs & Fresh Meat,1
460,Dry Fruits,12
460,Dairy Products,2
460,Curries,8
460,Combos,9
460,Chaat's,1
460,Breads & Cakes,8
461,Toys,2
461,Sweets & Namkeen,17
461,Starters,12
461,Snacks,1
461,Roti's,3
461,Quick Bites,1
461,Plant & Seeds,61
461,Pizza,1
461,Pets,17
461,News Paper & Magazines,1
461,Ice-cream,40
461,Groceries,13
461,Fruits & Vegetables,141
461,Eggs & Fresh Meat,2
461,ECO Products,2
461,Dal,1
461,Dairy Products,3
461,Combos,2
461,Breads & Cakes,14
461,Books & Stationery,4
461,Batter,2
462,Toys,1
462,Starters,1
462,Roti's,1
462,Rice Items,2
462,Pooja Needs,3
462,Plant & Seeds,3
462,Main Course,2
462,Fruits & Vegetables,20
462,Festival Stores,1
462,Eggs & Fresh Meat,2
462,Dairy Products,1
462,Curries,4
462,Breads & Cakes,2
462,Batter,7
463,Mineral Water,111
463,Curries,2
464,Fruits & Vegetables,10
465,Eggs & Fresh Meat,1
467,Safety Equipment,1
467,Pooja Needs,5
467,Plant & Seeds,7
467,Batter,1
469,Starters,2
469,Snacks,3
469,Roti's,13
469,Non veg curries,1
469,Main Course,2
469,Desserts,1
469,Curries,1
469,Combos,2
469,Biryani's,1
470,Roti's,1
470,Rice Items,1
470,Plant & Seeds,2
470,Fruits & Vegetables,2
470,Curries,1
471,Veg curries,3
471,Roti's,1
471,Non veg curries,1
471,Biryani's,2
472,Starters,6
472,Snacks,1
472,Rice Items,2
472,Mineral Water,1
472,Eggs & Fresh Meat,1
472,Dairy Products,2
490,Fruits & Vegetables,10
490,Festival Stores,2
491,Tiffins,2
491,Snacks,2
491,Roti's,4
491,Rice Items,6
491,Pooja Needs,8
491,Curries,8
491,Combos,2
495,Starters,1
495,Soups,1
495,Snacks,5
495,Rice Items,1
495,Pickles & Powders,1
495,Fruits & Vegetables,35
495,Fast Foods,1
495,Eggs & Fresh Meat,18
495,Curries,3
495,Combos,4
495,Chaat's,2
498,Veg curries,2
498,Tiffins,3
498,Sweets & Namkeen,18
498,Starters,5
498,Snacks,19
498,Roti's,23
498,Rice Items,7
498,Quick Bites,1
498,Plant & Seeds,5
498,Pizza,2
498,Pasta,1
498,Non veg curries,2
498,News Paper & Magazines,1
498,Main Course,2
498,Fruits & Vegetables,98
498,Fast Foods,1
498,Eggs & Fresh Meat,2
498,Desserts,5
498,Dairy Products,3
498,Curries,17
498,Combos,2
498,Breads & Cakes,6
498,Books & Stationery,4
499,Tiffins,2
499,Sweets & Namkeen,1
499,Snacks,1
499,Roti's,11
499,Rice Items,3
499,Fast Foods,1
499,Curries,1
499,Combos,10
499,Burgers,1
499,Breads & Cakes,1
499,Beverages & Juices,1
501,Tiffins,2
501,Sweets & Namkeen,4
501,Starters,6
501,Soups,4
501,Snacks,17
501,Sandwiches,1
501,Roti's,34
501,Rice Items,7
501,Quick Bites,1
501,Plant & Seeds,67
501,Main Course,1
501,Fast Foods,3
501,Eggs & Fresh Meat,2
501,Dishwasher Essentials,2
501,Desserts,1
501,Curries,27
501,Combos,11
501,Chaat's,4
501,Breads & Cakes,1
503,Sweets & Namkeen,3
503,Fruits & Vegetables,3
503,Breads & Cakes,2
506,Sweets & Namkeen,13
506,Starters,2
506,Rice Items,1
506,Quick Bites,2
506,Pooja Needs,2
506,Groceries,14
506,Fruits & Vegetables,61
506,Festival Stores,2
506,Eggs & Fresh Meat,62
506,Dishwasher Essentials,1
506,Dairy Products,11
506,Breads & Cakes,9
506,Books & Stationery,3
506,Batter,12
507,Starters,6
507,Snacks,2
507,Roti's,8
507,Rice Items,1
507,Main Course,4
507,Fast Foods,1
507,Eggs & Fresh Meat,1
508,Starters,2
508,Snacks,2
508,Sandwiches,1
508,Pasta,1
508,Fruits & Vegetables,3
508,Dry Fruits,1
508,Chaat's,1
511,Tiffins,5
511,Sweets & Namkeen,1
511,Starters,3
511,Soups,2
511,Snacks,73
511,Salads,1
511,Safety Equipment,2
511,Roti's,3
511,Rice Items,5
511,Pooja Needs,1
511,Pizza,2
511,Pickles & Powders,2
511,Main Course,1
511,Indian Breads,1
511,Health Foods,1
511,Groceries,2
511,Fruits & Vegetables,92
511,Eggs & Fresh Meat,3
511,Dry Fruits,2
511,Desserts,14
511,Dairy Products,1
511,Curries,18
511,Combos,9
511,Chaat's,6
511,Breads & Cakes,6
511,Beverages & Juices,11
511,Beverages,1
513,Snacks,1
513,Salads,1
513,Pooja Needs,1
513,Health Foods,1
513,Festival Stores,1
513,Eggs & Fresh Meat,3
513,Curries,1
513,Combos,2
513,Burgers,1
517,Roti's,1
517,Plant & Seeds,1
517,Packing Material,2
517,Ladies Corner,3
517,Groceries,1
517,Curries,1
521,Starters,2
521,Indian Breads,1
521,Groceries,1
521,Fruits & Vegetables,3
521,Fast Foods,1
521,Burgers,1
521,Books & Stationery,9
522,Sweets & Namkeen,7
522,Snacks,1
522,Pooja Needs,13
522,Plant & Seeds,7
522,Pickles & Masalas,2
522,Ice-cream,16
522,Groceries,4
522,Fruits & Vegetables,6
522,Festival Stores,1
522,Desserts,1
522,Breads & Cakes,7
522,Books & Stationery,5
522,Batter,9
523,Sweets & Namkeen,9
523,Starters,12
523,Safety Equipment,5
523,Pooja Needs,68
523,Plant & Seeds,5
523,Pizza,2
523,Groceries,7
523,Fruits & Vegetables,281
523,Fast Foods,1
523,Curries,1
523,Combos,1
523,Breads & Cakes,5
523,Batter,35
527,Sweets & Namkeen,1
527,Pooja Needs,36
527,Plant & Seeds,2
527,Groceries,14
527,Fruits & Vegetables,110
527,Eggs & Fresh Meat,32
527,Dishwasher Essentials,14
527,Dairy Products,2
527,Breads & Cakes,2
527,Books & Stationery,1
528,Sweets & Namkeen,2
528,Snacks,2
528,Safety Equipment,4
528,Roti's,1
528,Main Course,1
528,Dal,1
528,Combos,2
529,Tiffins,16
529,Snacks,3
529,Salads,1
529,Pickles & Masalas,2
529,Desserts,4
529,Combos,4
530,Sweets & Namkeen,7
530,Snacks,2
530,Fruits & Vegetables,1
530,Breads & Cakes,5
532,Sweets & Namkeen,26
532,Pooja Needs,1
532,Plant & Seeds,13
532,Groceries,14
532,Fruits & Vegetables,439
532,Eggs & Fresh Meat,111
532,Dry Fruits,10
532,Dishwasher Essentials,3
532,Desserts,3
532,Dairy Products,3
532,Breads & Cakes,5
532,Books & Stationery,13
533,Veg curries,2
533,Toys,3
533,Tiffins,6
533,Sweets & Namkeen,46
533,Starters,3
533,Sports,1
533,Soups,1
533,Snacks,29
533,Sandwiches,1
533,Safety Equipment,12
533,Roti's,53
533,Rice Items,10
533,Quick Bites,2
533,Pooja Needs,49
533,Plant & Seeds,9
533,Pickles & Powders,1
533,Pickles & Masalas,12
533,Pasta,2
533,News Paper & Magazines,6
533,Main Course,3
533,Jams & Spreads,1
533,Ice-cream,2
533,Groceries,74
533,Fruits & Vegetables,764
533,Festival Stores,9
533,Eggs & Fresh Meat,2
533,Desserts,5
533,Dairy Products,15
533,Curries,22
533,Combos,34
533,Chaat's,12
533,Breads & Cakes,37
533,Books & Stationery,45
533,Biryani's,2
533,Beverages & Juices,4
533,Batter,1
536,Sweets & Namkeen,5
536,Soups,1
536,Snacks,1
536,Salads,1
536,Roti's,3
536,Plant & Seeds,7
536,Groceries,22
536,Fruits & Vegetables,21
536,Dairy Products,1
536,Curries,1
536,Combos,2
536,Breads & Cakes,4
537,Tiffins,8
537,Sweets & Namkeen,2
537,Snacks,3
537,Roti's,40
537,Rice Items,38
537,Light Meal,1
537,Groceries,20
537,Fruits & Vegetables,11
537,Dry Fruits,1
537,Curries,41
537,Combos,24
537,Batter,6
539,Starters,3
539,Snacks,1
539,Roti's,1
539,Pizza,1
539,Curries,4
539,Combos,1
540,Tiffins,2
540,Roti's,2
540,Rice Items,4
540,Combos,9
540,Chaat's,1
540,Breads & Cakes,1
540,Biryani's,2
547,Sweets & Namkeen,2
547,Starters,7
547,Sports,1
547,Soups,3
547,Pooja Needs,5
547,Main Course,11
547,Health Foods,9
547,Groceries,8
547,Fruits & Vegetables,375
547,Fast Foods,1
547,Eggs & Fresh Meat,82
547,Dry Fruits,13
547,Desserts,1
547,Dairy Products,3
547,Curries,6
547,Breads & Cakes,4
547,Books & Stationery,2
548,Plant & Seeds,12
548,Main Course,2
548,Eggs & Fresh Meat,1
548,Curries,3
549,Sweets & Namkeen,10
549,Starters,1
549,Snacks,2
549,Roti's,1
549,Rice Items,2
549,Pooja Needs,20
549,Pickles & Powders,2
549,Pickles & Masalas,11
549,Indian Breads,1
549,Health Foods,1
549,Groceries,59
549,Fruits & Vegetables,60
549,Festival Stores,1
549,Eggs & Fresh Meat,1
549,Dairy Products,3
549,Curries,1
549,Combos,1
549,Chaat's,2
549,Breads & Cakes,5
549,Biryani's,1
549,Batter,6
552,Tiffins,13
552,Tea,1
552,Sweets & Namkeen,28
552,Starters,2
552,Snacks,1
552,Roti's,4
552,Rice Items,6
552,Pooja Needs,9
552,Plant & Seeds,27
552,Pickles & Masalas,1
552,Pets,2
552,Main Course,3
552,Light Meal,3
552,Ice-cream,3
552,Groceries,45
552,Fruits & Vegetables,157
552,Festival Stores,1
552,Eggs & Fresh Meat,40
552,Desserts,4
552,Dairy Products,49
552,Curries,7
552,Combos,15
552,Chaat's,2
552,Cakes,3
552,Breads & Cakes,38
552,Batter,1
553,Roti's,5
553,Rice Items,1
553,Main Course,1
553,Fast Foods,2
553,Eggs & Fresh Meat,7
553,Curries,2
553,Combos,1
553,Biryani's,1
553,Beverages,1
554,Sweets & Namkeen,7
554,Pooja Needs,13
554,Groceries,1
554,Fruits & Vegetables,53
554,Dry Fruits,1
554,Breads & Cakes,2
554,Batter,2
555,Toys,1
555,Tiffins,8
555,Sweets & Namkeen,4
555,Starters,1
555,Snacks,4
555,Safety Equipment,9
555,Roti's,8
555,Rice Items,1
555,Pooja Needs,6
555,Light Meal,2
555,Ice-cream,8
555,Groceries,14
555,Fruits & Vegetables,818
555,Dairy Products,12
555,Curries,8
555,Combos,4
555,Chaat's,2
555,Breads & Cakes,2
555,Books & Stationery,15
555,Batter,6
556,Sweets & Namkeen,21
556,Starters,7
556,Soups,1
556,Snacks,5
556,Salads,3
556,Safety Equipment,2
556,Roti's,2
556,Quick Bites,1
556,Pooja Needs,5
556,Plant & Seeds,62
556,Pizza,1
556,Pickles & Masalas,16
556,Ice-cream,5
556,Groceries,31
556,Fruits & Vegetables,148
556,Festival Stores,2
556,Fast Foods,1
556,Eggs & Fresh Meat,7
556,ECO Products,2
556,Dry Fruits,8
556,Dairy Products,1
556,Curries,1
556,Chaat's,4
556,Burgers,1
556,Breads & Cakes,16
556,Biryani's,3
556,Batter,6
557,Snacks,1
557,Salads,1
557,Fruits & Vegetables,2
558,Tiffins,5
558,Sweets & Namkeen,28
558,Snacks,6
558,Roti's,54
558,Rice Items,2
558,Pasta,1
558,Mineral Water,9
558,Main Course,1
558,Health Foods,8
558,Groceries,4
558,Fruits & Vegetables,59
558,Fried Chicken,1
558,Festival Stores,1
558,Eggs & Fresh Meat,16
558,Desserts,2
558,Dairy Products,13
558,Curries,10
558,Combos,3
558,Cakes,1
558,Breads & Cakes,19
558,Beverages,1
559,Tiffins,7
559,Sweets & Namkeen,136
559,Starters,10
559,Snacks,37
559,Sandwiches,4
559,Roti's,88
559,Rice Items,5
559,Pickles & Masalas,40
559,Pasta,1
559,Main Course,3
559,Light Meal,1
559,Groceries,48
559,Fruits & Vegetables,371
559,Festival Stores,1
559,Fast Foods,3
559,Eggs & Fresh Meat,26
559,Dry Fruits,1
559,Desserts,1
559,Dal,1
559,Dairy Products,15
559,Curries,41
559,Combos,22
559,Chaat's,6
559,Breads & Cakes,34
559,Books & Stationery,2
559,Batter,13
561,Tiffins,2
561,Sweets & Namkeen,3
561,Starters,1
561,Soups,1
561,Snacks,3
561,Salads,1
561,Roti's,2
561,Rice Items,3
561,Pasta,1
561,Groceries,14
561,Fruits & Vegetables,17
561,Fast Foods,1
561,Eggs & Fresh Meat,3
561,Curries,4
561,Combos,4
561,Breads & Cakes,15
561,Batter,37
562,Eggs & Fresh Meat,3
563,Sweets & Namkeen,4
563,Starters,2
563,Health Foods,1
563,Groceries,1
563,Fruits & Vegetables,59
563,Dairy Products,1
563,Breads & Cakes,5
564,Sweets & Namkeen,1
564,Mineral Water,174
564,Groceries,3
564,Fruits & Vegetables,67
564,Eggs & Fresh Meat,20
564,Dairy Products,2
564,Breads & Cakes,70
564,Batter,1
565,Veg curries,6
565,Tiffins,1
565,Tea,3
565,Sweets & Namkeen,27
565,Starters,1
565,Snacks,12
565,Sandwiches,1
565,Salads,3
565,Safety Equipment,2
565,Roti's,86
565,Pooja Needs,25
565,Mineral Water,33
565,Main Course,2
565,Ice-cream,1
